1.900000000000000000e+02 -1.807800000000000000e+04
1.910000000000000000e+02 -1.909800000000000000e+04
1.920000000000000000e+02 -2.012600000000000000e+04
1.930000000000000000e+02 -2.096800000000000000e+04
1.940000000000000000e+02 -2.180600000000000000e+04
1.950000000000000000e+02 -2.186800000000000000e+04
1.960000000000000000e+02 -2.206100000000000000e+04
1.970000000000000000e+02 -2.279300000000000000e+04
1.980000000000000000e+02 -2.246300000000000000e+04
1.990000000000000000e+02 -2.054900000000000000e+04
2.000000000000000000e+02 -1.854000000000000000e+04
2.010000000000000000e+02 -1.569500000000000000e+04
2.020000000000000000e+02 -1.356700000000000000e+04
2.030000000000000000e+02 -1.213100000000000000e+04
2.040000000000000000e+02 -1.057800000000000000e+04
2.050000000000000000e+02 -9.552000000000000000e+03
2.060000000000000000e+02 -8.799000000000000000e+03
2.070000000000000000e+02 -7.530000000000000000e+03
2.080000000000000000e+02 -6.659000000000000000e+03
2.090000000000000000e+02 -5.415000000000000000e+03
2.100000000000000000e+02 -3.813000000000000000e+03
2.110000000000000000e+02 -2.895000000000000000e+03
2.120000000000000000e+02 -2.088000000000000000e+03
2.130000000000000000e+02 -1.234000000000000000e+03
2.140000000000000000e+02 -1.106000000000000000e+03
2.150000000000000000e+02 -6.200000000000000000e+02
2.160000000000000000e+02 -3.530000000000000000e+02
2.170000000000000000e+02 -2.690000000000000000e+02
2.180000000000000000e+02 -3.290000000000000000e+02
2.190000000000000000e+02 -7.100000000000000000e+01
2.200000000000000000e+02 -3.390000000000000000e+02
2.210000000000000000e+02 -4.740000000000000000e+02
2.220000000000000000e+02 -9.490000000000000000e+02
2.230000000000000000e+02 -1.604000000000000000e+03
2.240000000000000000e+02 -2.238000000000000000e+03
2.250000000000000000e+02 -2.879000000000000000e+03
2.260000000000000000e+02 -3.440000000000000000e+03
2.270000000000000000e+02 -4.238000000000000000e+03
2.280000000000000000e+02 -4.610000000000000000e+03
2.290000000000000000e+02 -5.209000000000000000e+03
2.300000000000000000e+02 -5.537000000000000000e+03
2.310000000000000000e+02 -5.830000000000000000e+03
2.320000000000000000e+02 -5.810000000000000000e+03
2.330000000000000000e+02 -5.637000000000000000e+03
2.340000000000000000e+02 -4.933000000000000000e+03
2.350000000000000000e+02 -4.217000000000000000e+03
2.360000000000000000e+02 -3.172000000000000000e+03
2.370000000000000000e+02 -2.691000000000000000e+03
2.380000000000000000e+02 -2.572000000000000000e+03
2.390000000000000000e+02 -2.275000000000000000e+03
2.400000000000000000e+02 -2.144000000000000000e+03
2.410000000000000000e+02 -1.900000000000000000e+03
2.420000000000000000e+02 -1.321000000000000000e+03
2.430000000000000000e+02 -1.252000000000000000e+03
2.440000000000000000e+02 -1.053000000000000000e+03
2.450000000000000000e+02 -6.560000000000000000e+02
2.460000000000000000e+02 -5.460000000000000000e+02
2.470000000000000000e+02 -7.050000000000000000e+02
2.480000000000000000e+02 -7.250000000000000000e+02
2.490000000000000000e+02 -3.210000000000000000e+02
