0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.600000000000000033e-02 9.973618800000000340e-01 9.968350317299999874e-01
3.200000000000000067e-02 9.920686300000000069e-01 9.939680180190000325e-01
4.800000000000000100e-02 9.863178200000000118e-01 9.883940549070000525e-01
6.400000000000000133e-02 9.787570100000000384e-01 9.806530551219999614e-01
8.000000000000000167e-02 9.698447300000000437e-01 9.712125682209999944e-01
9.600000000000000200e-02 9.535902899999999516e-01 9.604751728420000134e-01
1.120000000000000023e-01 9.496829500000000257e-01 9.487853784580000394e-01
1.280000000000000027e-01 9.393307400000000529e-01 9.364360383850000025e-01
1.439999999999999891e-01 9.233971399999999496e-01 9.236742803540000102e-01
1.600000000000000033e-01 9.117986399999999936e-01 9.107069647759999942e-01
1.759999999999999898e-01 8.969323200000000051e-01 8.977056841160000467e-01
1.920000000000000040e-01 8.905849000000000126e-01 8.848113194129999526e-01
2.079999999999999905e-01 8.791800199999999510e-01 8.721381721900000050e-01
2.240000000000000047e-01 8.629360200000000258e-01 8.597776916549999537e-01
2.399999999999999911e-01 8.492824199999999824e-01 8.478018184179999528e-01
2.560000000000000053e-01 8.412285099999999849e-01 8.362659668540000091e-01
2.720000000000000195e-01 8.284598699999999871e-01 8.252116688330000116e-01
2.879999999999999782e-01 8.112103299999999795e-01 8.146689018339999810e-01
3.039999999999999925e-01 8.025864999999999805e-01 8.046581245249999625e-01
3.200000000000000067e-01 7.911378799999999600e-01 7.951920426869999448e-01
3.360000000000000209e-01 7.847443400000000402e-01 7.862771280060000256e-01
3.519999999999999796e-01 7.755120699999999978e-01 7.779149117310000250e-01
3.679999999999999938e-01 7.604753800000000341e-01 7.701030744789999494e-01
3.840000000000000080e-01 7.589667900000000023e-01 7.628363527320000115e-01
4.000000000000000222e-01 7.498522699999999874e-01 7.561072816299999610e-01
4.159999999999999809e-01 7.442383500000000485e-01 7.499067927429999836e-01
4.319999999999999951e-01 7.440995900000000329e-01 7.442246844409999840e-01
4.480000000000000093e-01 7.382752399999999993e-01 7.390499814519999600e-01
4.640000000000000235e-01 7.336363299999999477e-01 7.343711990779999699e-01
4.799999999999999822e-01 7.297628400000000237e-01 7.301765264409999512e-01
4.959999999999999964e-01 7.295099699999999521e-01 7.264539420169999762e-01
5.120000000000000107e-01 7.324446100000000515e-01 7.231912735979999507e-01
5.280000000000000249e-01 7.205939199999999989e-01 7.203762137439999602e-01
5.440000000000000391e-01 7.211578800000000289e-01 7.179963007049999790e-01
5.600000000000000533e-01 7.166545600000000515e-01 7.160388737630000167e-01
5.759999999999999565e-01 7.170051800000000197e-01 7.144910109180000468e-01
5.919999999999999707e-01 7.202553900000000509e-01 7.133394559190000539e-01
6.079999999999999849e-01 7.142686900000000394e-01 7.125705406660000074e-01
6.239999999999999991e-01 7.155849300000000079e-01 7.121701081839999503e-01
6.400000000000000133e-01 7.092498200000000308e-01 7.121234405230000286e-01
6.560000000000000275e-01 7.168425899999999462e-01 7.124151951660000481e-01
6.720000000000000417e-01 7.179968100000000408e-01 7.130293528290000404e-01
6.879999999999999449e-01 7.147718699999999759e-01 7.139491788470000433e-01
7.039999999999999591e-01 7.212274699999999816e-01 7.151571997650000290e-01
7.199999999999999734e-01 7.129476700000000333e-01 7.166351961539999538e-01
7.359999999999999876e-01 7.221342699999999670e-01 7.183642122259999985e-01
7.520000000000000018e-01 7.170524799999999921e-01 7.203245823149999616e-01
7.680000000000000160e-01 7.218876499999999918e-01 7.224959739520000479e-01
7.840000000000000302e-01 7.235317500000000290e-01 7.248574468620000433e-01
8.000000000000000444e-01 7.234688000000000230e-01 7.273875269520000408e-01
8.159999999999999476e-01 7.277778400000000092e-01 7.300642940899999545e-01
8.319999999999999618e-01 7.249523500000000231e-01 7.328654822650000344e-01
8.479999999999999760e-01 7.374363699999999522e-01 7.357685905440000118e-01
8.639999999999999902e-01 7.370134799999999986e-01 7.387510031509999520e-01
8.800000000000000044e-01 7.379834100000000063e-01 7.417901168430000025e-01
8.960000000000000187e-01 7.420977600000000507e-01 7.448634737560000385e-01
9.120000000000000329e-01 7.398021299999999467e-01 7.479488978360000484e-01
9.280000000000000471e-01 7.465381700000000009e-01 7.510246329899999962e-01
9.439999999999999503e-01 7.498270200000000107e-01 7.540694811029999833e-01
9.599999999999999645e-01 7.550323199999999790e-01 7.570629381550000314e-01
9.759999999999999787e-01 7.555093899999999474e-01 7.599853267049999639e-01
9.919999999999999929e-01 7.600016299999999836e-01 7.628179231310000530e-01
1.008000000000000007e+00 7.677766999999999786e-01 7.655430781190000200e-01
1.024000000000000021e+00 7.697379800000000438e-01 7.681443290120000267e-01
1.040000000000000036e+00 7.685269900000000209e-01 7.706065027599999784e-01
1.056000000000000050e+00 7.762416100000000263e-01 7.729158083660000456e-01
1.072000000000000064e+00 7.819431300000000418e-01 7.750599178779999932e-01
1.088000000000000078e+00 7.826405100000000115e-01 7.770280350970000249e-01
1.104000000000000092e+00 7.817869600000000307e-01 7.788109513790000271e-01
1.120000000000000107e+00 7.798774000000000539e-01 7.804010880309999454e-01
1.135999999999999899e+00 7.874849000000000432e-01 7.817925249630000017e-01
1.151999999999999913e+00 7.928730299999999787e-01 7.829810154370000497e-01
1.167999999999999927e+00 7.853801900000000336e-01 7.839639868719999738e-01
1.183999999999999941e+00 7.897865400000000369e-01 7.847405278379999682e-01
1.199999999999999956e+00 7.832472600000000007e-01 7.853113615040000495e-01
1.215999999999999970e+00 7.885301799999999695e-01 7.856788059239999678e-01
1.231999999999999984e+00 7.847826399999999758e-01 7.858467216969999836e-01
1.247999999999999998e+00 7.889596199999999726e-01 7.858204476200000288e-01
1.264000000000000012e+00 7.890717400000000215e-01 7.856067250980000027e-01
1.280000000000000027e+00 7.868392600000000403e-01 7.852136121239999822e-01
1.296000000000000041e+00 7.843759599999999832e-01 7.846503877660000459e-01
1.312000000000000055e+00 7.826313499999999479e-01 7.839274481489999502e-01
1.328000000000000069e+00 7.861742000000000452e-01 7.830561949880000538e-01
1.344000000000000083e+00 7.799266799999999833e-01 7.820489177810000525e-01
1.360000000000000098e+00 7.776170700000000213e-01 7.809186707899999913e-01
1.375999999999999890e+00 7.736937999999999871e-01 7.796791460019999453e-01
1.391999999999999904e+00 7.709986300000000181e-01 7.783445432359999971e-01
1.407999999999999918e+00 7.782887899999999526e-01 7.769294385880000098e-01
1.423999999999999932e+00 7.744816900000000004e-01 7.754486524010000270e-01
1.439999999999999947e+00 7.768337100000000106e-01 7.739171179110000409e-01
1.455999999999999961e+00 7.695553899999999503e-01 7.723497517139999990e-01
1.471999999999999975e+00 7.731171999999999489e-01 7.707613271469999638e-01
1.487999999999999989e+00 7.690219499999999542e-01 7.691663516269999779e-01
1.504000000000000004e+00 7.646030299999999613e-01 7.675789489609999849e-01
1.520000000000000018e+00 7.605988599999999877e-01 7.660127475389999496e-01
1.536000000000000032e+00 7.628758500000000220e-01 7.644807752900000253e-01
1.552000000000000046e+00 7.668434899999999610e-01 7.629953621880000147e-01
1.568000000000000060e+00 7.573003099999999765e-01 7.615680510050000240e-01
1.584000000000000075e+00 7.526832300000000364e-01 7.602095169510000305e-01
1.600000000000000089e+00 7.568240200000000417e-01 7.589294967170000517e-01
1.616000000000000103e+00 7.561883299999999641e-01 7.577367273789999969e-01
1.631999999999999895e+00 7.553557699999999819e-01 7.566388954930000077e-01
1.647999999999999909e+00 7.500099000000000071e-01 7.556425966480000422e-01
1.663999999999999924e+00 7.569919200000000403e-01 7.547533056280000263e-01
1.679999999999999938e+00 7.553630999999999540e-01 7.539753572320000430e-01
1.695999999999999952e+00 7.534545700000000457e-01 7.533119377310000253e-01
1.711999999999999966e+00 7.520367100000000526e-01 7.527650868390000083e-01
1.727999999999999980e+00 7.482488900000000553e-01 7.523357099490000088e-01
1.743999999999999995e+00 7.619789099999999538e-01 7.520236003710000228e-01
1.760000000000000009e+00 7.578994399999999798e-01 7.518274711500000373e-01
1.776000000000000023e+00 7.593842200000000542e-01 7.517449960169999557e-01
1.792000000000000037e+00 7.479883099999999896e-01 7.517728589259999872e-01
1.808000000000000052e+00 7.515314400000000505e-01 7.519068115589999657e-01
1.824000000000000066e+00 7.561617800000000056e-01 7.521417381570000282e-01
1.840000000000000080e+00 7.586261699999999886e-01 7.524717269199999725e-01
1.856000000000000094e+00 7.468444400000000538e-01 7.528901472140000495e-01
1.872000000000000108e+00 7.574178700000000486e-01 7.533897317950000172e-01
1.887999999999999901e+00 7.539927800000000291e-01 7.539626631560000236e-01
1.903999999999999915e+00 7.566876599999999842e-01 7.546006631630000072e-01
1.919999999999999929e+00 7.557073300000000105e-01 7.552950850699999830e-01
1.935999999999999943e+00 7.575228999999999990e-01 7.560370070230000294e-01
1.951999999999999957e+00 7.510525900000000199e-01 7.568173261309999456e-01
1.967999999999999972e+00 7.584537500000000376e-01 7.576268522210000134e-01
1.983999999999999986e+00 7.644994200000000406e-01 7.584564004070000198e-01
2.000000000000000000e+00 7.547888699999999451e-01 7.592968815670000371e-01
2.016000000000000014e+00 7.633280399999999855e-01 7.601393899480000105e-01
2.032000000000000028e+00 7.618513799999999669e-01 7.609752870660000390e-01
2.048000000000000043e+00 7.644902500000000378e-01 7.617962811439999982e-01
2.064000000000000057e+00 7.634406799999999826e-01 7.625945014180000037e-01
2.080000000000000071e+00 7.621620900000000143e-01 7.633625666509999963e-01
2.096000000000000085e+00 7.639993999999999952e-01 7.640936471889999693e-01
2.112000000000000099e+00 7.634475699999999643e-01 7.647815201969999643e-01
2.128000000000000114e+00 7.634911800000000470e-01 7.654206174730000534e-01
2.144000000000000128e+00 7.671776700000000337e-01 7.660060655120000117e-01
2.160000000000000142e+00 7.645902999999999450e-01 7.665337176130000429e-01
2.176000000000000156e+00 7.646768000000000454e-01 7.670001776020000106e-01
2.192000000000000171e+00 7.713001000000000440e-01 7.674028152770000499e-01
2.208000000000000185e+00 7.671262899999999885e-01 7.677397733640000110e-01
2.224000000000000199e+00 7.693656700000000015e-01 7.680099660339999579e-01
2.240000000000000213e+00 7.590626999999999791e-01 7.682130692120000548e-01
2.255999999999999783e+00 7.647712100000000346e-01 7.683495026890000412e-01
2.271999999999999797e+00 7.727194499999999744e-01 7.684204044650000398e-01
2.287999999999999812e+00 7.649778799999999990e-01 7.684275976869999747e-01
2.303999999999999826e+00 7.690360499999999710e-01 7.683735504980000464e-01
2.319999999999999840e+00 7.724174700000000504e-01 7.682613293940000476e-01
2.335999999999999854e+00 7.731395800000000484e-01 7.680945466980000358e-01
2.351999999999999869e+00 7.587373699999999666e-01 7.678773026530000267e-01
2.367999999999999883e+00 7.647874000000000061e-01 7.676141229930000254e-01
2.383999999999999897e+00 7.552091300000000063e-01 7.673098925969999984e-01
2.399999999999999911e+00 7.708475000000000188e-01 7.669697860359999675e-01
2.415999999999999925e+00 7.629333499999999546e-01 7.665991960329999744e-01
2.431999999999999940e+00 7.669607600000000192e-01 7.662036602739999980e-01
2.447999999999999954e+00 7.639063400000000170e-01 7.657887877819999911e-01
2.463999999999999968e+00 7.622526200000000474e-01 7.653601857139999964e-01
2.479999999999999982e+00 7.637102099999999449e-01 7.649233872699999770e-01
2.495999999999999996e+00 7.672623899999999608e-01 7.644837815699999650e-01
2.512000000000000011e+00 7.642640099999999936e-01 7.640465465689999514e-01
2.528000000000000025e+00 7.688116400000000183e-01 7.636165858910000104e-01
2.544000000000000039e+00 7.639004200000000244e-01 7.631984696950000480e-01
2.560000000000000053e+00 7.669981000000000160e-01 7.627963813029999818e-01
2.576000000000000068e+00 7.633712000000000275e-01 7.624140693540000235e-01
2.592000000000000082e+00 7.659284299999999934e-01 7.620548069529999857e-01
2.608000000000000096e+00 7.628864499999999937e-01 7.617213573500000168e-01
2.624000000000000110e+00 7.705310100000000162e-01 7.614159479109999795e-01
2.640000000000000124e+00 7.619598899999999730e-01 7.611402510529999832e-01
2.656000000000000139e+00 7.636215899999999612e-01 7.608953744899999982e-01
2.672000000000000153e+00 7.618293299999999713e-01 7.606818588839999729e-01
2.688000000000000167e+00 7.651313499999999879e-01 7.604996846629999974e-01
2.704000000000000181e+00 7.581834299999999915e-01 7.603482869230000496e-01
2.720000000000000195e+00 7.613882600000000389e-01 7.602265786570000516e-01
2.736000000000000210e+00 7.599981700000000284e-01 7.601329819490000306e-01
2.751999999999999780e+00 7.589665700000000070e-01 7.600654671519999628e-01
2.767999999999999794e+00 7.598510600000000226e-01 7.600215984689999704e-01
2.783999999999999808e+00 7.567170899999999811e-01 7.599985873490000543e-01
2.799999999999999822e+00 7.572964199999999702e-01 7.599933500550000165e-01
2.815999999999999837e+00 7.656655999999999462e-01 7.600025713939999594e-01
2.831999999999999851e+00 7.678787700000000438e-01 7.600227725810000390e-01
2.847999999999999865e+00 7.494169499999999706e-01 7.600503816110000255e-01
2.863999999999999879e+00 7.616723899999999770e-01 7.600818055850000476e-01
2.879999999999999893e+00 7.545859499999999498e-01 7.601135049110000486e-01
2.895999999999999908e+00 7.599908699999999850e-01 7.601420658859999735e-01
2.911999999999999922e+00 7.646206700000000023e-01 7.601642727220000451e-01
2.927999999999999936e+00 7.521863300000000141e-01 7.601771757330000323e-01
2.943999999999999950e+00 7.550450199999999557e-01 7.601781557160000036e-01
2.959999999999999964e+00 7.556387900000000046e-01 7.601649847329999821e-01
2.975999999999999979e+00 7.641440699999999531e-01 7.601358761640000239e-01
2.991999999999999993e+00 7.558965100000000215e-01 7.600895310969999485e-01
3.008000000000000007e+00 7.544337199999999743e-01 7.600251735140000076e-01
3.024000000000000021e+00 7.545600500000000377e-01 7.599425757919999747e-01
3.040000000000000036e+00 7.671993499999999466e-01 7.598420741239999554e-01
3.056000000000000050e+00 7.591773899999999520e-01 7.597245713479999774e-01
3.072000000000000064e+00 7.583616199999999585e-01 7.595915277039999580e-01
3.088000000000000078e+00 7.591692700000000071e-01 7.594449398020000075e-01
3.104000000000000092e+00 7.577979400000000032e-01 7.592873072529999767e-01
3.120000000000000107e+00 7.597313100000000485e-01 7.591215837800000532e-01
3.136000000000000121e+00 7.549319599999999575e-01 7.589511182779999920e-01
3.152000000000000135e+00 7.561915000000000164e-01 7.587795859079999872e-01
3.168000000000000149e+00 7.627540999999999904e-01 7.586109028170000546e-01
3.184000000000000163e+00 7.652069500000000524e-01 7.584491367969999898e-01
3.200000000000000178e+00 7.640078200000000042e-01 7.582984062859999819e-01
3.216000000000000192e+00 7.670006200000000218e-01 7.581627741830000433e-01
3.232000000000000206e+00 7.557872399999999713e-01 7.580461371729999565e-01
3.248000000000000220e+00 7.653853499999999643e-01 7.579521142930000233e-01
3.263999999999999790e+00 7.597592699999999866e-01 7.578839331050000183e-01
3.279999999999999805e+00 7.635427399999999976e-01 7.578443260870000309e-01
3.295999999999999819e+00 7.563841300000000434e-01 7.578354255729999878e-01
3.311999999999999833e+00 7.605756000000000183e-01 7.578586799099999993e-01
3.327999999999999847e+00 7.548627999999999449e-01 7.579147734369999778e-01
3.343999999999999861e+00 7.590732500000000327e-01 7.580035722310000113e-01
3.359999999999999876e+00 7.516481999999999886e-01 7.581240881799999887e-01
3.375999999999999890e+00 7.546237999999999557e-01 7.582744708719999505e-01
3.391999999999999904e+00 7.573387200000000208e-01 7.584520231519999989e-01
3.407999999999999918e+00 7.531511400000000522e-01 7.586532600169999530e-01
3.423999999999999932e+00 7.571789899999999962e-01 7.588739875609999963e-01
3.439999999999999947e+00 7.620371999999999701e-01 7.591094312789999909e-01
3.455999999999999961e+00 7.583074199999999543e-01 7.593543978210000045e-01
3.471999999999999975e+00 7.563526699999999492e-01 7.596034721550000146e-01
3.487999999999999989e+00 7.486221100000000073e-01 7.598512619320000328e-01
3.504000000000000004e+00 7.589470600000000067e-01 7.600926644480000549e-01
3.520000000000000018e+00 7.700957299999999783e-01 7.603231753950000504e-01
3.536000000000000032e+00 7.581113499999999616e-01 7.605392099159999919e-01
3.552000000000000046e+00 7.614168900000000129e-01 7.607384513470000220e-01
3.568000000000000060e+00 7.664975699999999614e-01 7.609201897159999506e-01
3.584000000000000075e+00 7.618556899999999743e-01 7.610856563779999640e-01
3.600000000000000089e+00 7.575149799999999489e-01 7.612383160850000330e-01
3.616000000000000103e+00 7.641132600000000163e-01 7.613841141199999552e-01
3.632000000000000117e+00 7.605668100000000376e-01 7.615316184910000397e-01
3.648000000000000131e+00 7.622507600000000272e-01 7.616920591889999592e-01
3.664000000000000146e+00 7.591444299999999812e-01 7.618791856100000093e-01
3.680000000000000160e+00 7.663151900000000349e-01 7.621089245759999908e-01
3.696000000000000174e+00 7.717823000000000322e-01 7.623987568350000243e-01
3.712000000000000188e+00 7.571557300000000268e-01 7.627667552650000404e-01
3.728000000000000203e+00 7.652523599999999648e-01 7.632302235869999896e-01
3.744000000000000217e+00 7.686378200000000271e-01 7.638038083529999911e-01
3.759999999999999787e+00 7.629996199999999895e-01 7.644970258859999923e-01
3.775999999999999801e+00 7.591631800000000485e-01 7.653110589660000462e-01
3.791999999999999815e+00 7.616550199999999604e-01 7.662347179370000427e-01
3.807999999999999829e+00 7.628725400000000434e-01 7.672393926660000529e-01
3.823999999999999844e+00 7.679630899999999594e-01 7.682728546160000338e-01
3.839999999999999858e+00 7.738073899999999838e-01 7.692517209920000099e-01
3.855999999999999872e+00 7.726682200000000167e-01 7.700523571940000034e-01
3.871999999999999886e+00 7.728837699999999700e-01 7.705000074590000469e-01
3.887999999999999901e+00 7.676777700000000371e-01 7.703558974840000184e-01
